1;49.02007124;21.14647756;47;290;64;-20;1.080586081;0.694915254
1;43.8733095;22.38080596;49;345;64;-48;1.08974359;0.605042017
2;42.15777979;32.07419325;53;210;62;-30;1.181318681;0.705426357
2;39.11165221;31.91607325;55;0;74;-116;0.934065934;0.764705882
3;28.10061971;20.1416887;66;190;78;-34;0.86996337;0.705263158
3;20.8799193;20.98815646;64;355;56;-1;0.622710623;0.720588235
7;-17.32429004;17.16004541;51;150;32;-5;0.649450549;0.5
4;-13.97365235;32.16068481;57;0;69;2;0.832600733;0.5
4;-15.00873771;36.02443924;59;170;64;-11;0.879120879;0.354166667
5;-25.96166561;21.55709228;61;195;72;8;0.667765568;0.564516129
5;-29.82106582;22.59934311;59;345;55;-15;1.071428571;0.52991453
6;-46.12125863;9.963803198;58;0;44;2;0.97985348;0.560747664
