23;0;0
0;24.38;16.2533333333333
0;39.008;26.0053333333333
0;53.636;35.7573333333333
0;68.264;45.5093333333333
9;82.892;55.2613333333333
2;97.52;65.0133333333333
7;97.52;65.0133333333333
8;97.52;65.0133333333333
0;97.52;65.0133333333333
1;97.52;65.0133333333333
1;97.52;65.0133333333333
2;97.52;65.0133333333333
2;97.52;65.0133333333333
0;97.52;65.0133333333333
1;97.52;65.0133333333333
1;85.33;56.8866666666667
0;73.14;48.76
0;60.95;40.6333333333333
0;48.76;32.5066666666667
0;36.57;24.38
0;24.38;16.2533333333333
0;12.19;8.12666666666667
0;0;0
