27; -     ;;;;;;;
0; 144,63   ; 95,46   ;;;;;;
0; 137,39   ; 90,68   ;;;;;;
2; 142,75   ; 94,21   ;;;;;;
5; 143,72   ; 94,86   ;;;;;;
5; 134,05   ; 88,48   ;;;;;;
5; 132,85   ; 87,68   ;;;;;;
5; 132,85   ; 87,68   ;;;;;;
3; 132,85   ; 87,68   ;;;;;;
2; 132,85   ; 87,68   ;;;;;;
2; 132,85   ; 87,68   ;;;;;;
2; 132,85   ; 87,68   ;;;;;;
1; 132,85   ; 87,68   ;;;;;;
0; 132,85   ; 87,68   ;;;;;;
0; 132,85   ; 87,68   ;;;;;;
0; 124,39   ; 82,10   ;;;;;;
0; 114,49   ; 75,56   ;;;;;;
0; 109,90   ; 72,53   ;;;;;;
0; 100,97   ; 66,64   ;;;;;;
0; 82,13   ; 54,20   ;;;;;;
0; 71,26   ; 47,03   ;;;;;;
0; 55,07   ; 36,35   ;;;;;;
0; 37,43   ; 24,71   ;;;;;;
0; 19,81   ; 13,08   ;;;;;;
0; 19,81   ; 13,08   ;;;;;;
0; 19,81   ; 13,08   ;;;;;;
0; 19,81   ; 13,08   ;;;;;;
0; 19,81   ; 13,08   ;;;;;;
