Plant_Nb;Cane_nb;Req;Intermediate;Type;X;Y;Z;Inter;Row;L_Internode;L_Cumulated;Xabs;Yabs;Zabs
2;17;;;1;-30.43;-31.83;-85.29;6.840730955;5;6.840730955;14.81811651;-30.43;-31.83;85.29
2;17;;;1;-30.21;-32.39;-93.11;7.843111627;6;7.843111627;22.66122814;-30.21;-32.39;93.11
2;17;;;1;-29.27;-34.08;-104.58;11.63187861;7;11.63187861;34.29310675;-29.27;-34.08;104.58
2;17;;;1;-29.39;-34.84;-112.97;8.425206229;8;8.425206229;42.71831297;-29.39;-34.84;112.97
2;17;;;1;-29.05;-34.11;-119.68;6.758150635;9;6.758150635;49.47646361;-29.05;-34.11;119.68
2;17;;;1;-27.35;-36.46;-130.59;11.28895921;10;11.28895921;60.76542282;-27.35;-36.46;130.59
2;17;;;1;-25.8;-36.38;-141.49;11.0099455;11;11.0099455;71.77536832;-25.8;-36.38;141.49
2;17;;;1;-23.84;-38.76;-148.85;7.979699242;12;7.979699242;79.75506756;-23.84;-38.76;148.85
2;17;;;1;-22.05;-39.42;-155.19;6.620823212;13;6.620823212;86.37589077;-22.05;-39.42;155.19
2;17;;;1;-18.7;-44.59;-160.63;8.218576519;14;8.218576519;94.59446729;-18.7;-44.59;160.63
2;17;;;1;-16.82;-48.79;-162.81;5.091836604;15;5.091836604;99.6863039;-16.82;-48.79;162.81
2;17;;;1;-14.56;-52.41;-162.35;4.292272126;16;4.292272126;103.978576;-14.56;-52.41;162.35
2;17;;;1;-10.13;-54.96;-163.48;5.234911652;17;5.234911652;109.2134877;-10.13;-54.96;163.48
2;17;;;1;-7.88;-56.69;-164.8;3.130143767;18;3.130143767;112.3436314;-7.88;-56.69;164.8
2;17;1;1;1;-5.34;-55.78;-166.61;3.248969067;19;3.248969067;115.5926005;-5.34;-55.78;166.61
2;18;;;0;-31.98;-34.05;-65.79;106.5202089;0;0;0;-31.98;-34.05;65.79
2;18;;;0;-31.96;-34.05;-65.45;0.340587727;1;0.340587727;0.340587727;-31.96;-34.05;65.45
2;18;;;0;-32.36;-33.88;-65.28;0.466690476;2;0.466690476;0.807278203;-32.36;-33.88;65.28
