63;0;0
0;47;66
1;75;66
2;96;66
4;113;66
3;125;66
4;133;66
3;137;66
3;139;66
2;139;66
2;137;66
2;134;66
1;130;66
1;125;66
1;120;66
1;115;66
1;110;66
1;106;66
1;102;66
1;98;66
1;95;66
2;93;66
0;91;66
0;89;66
0;87;66
0;86;66
0;84;66
0;81;66
0;78;66
0;73;66
0;66;66
0;58;66
0;46;66
0;31;66
0;12;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
0;10;66
