Plant_Nb;Cane_nb;Req;Intermediate;Type;X;Y;Z;Inter;Row;L_Internode;L_Cumulated;Xabs;Yabs;Zabs
2;11;;;1;52.4;33.46;-70.56;15.60778331;0;0;0;52.4;33.46;70.56
2;11;;;1;52.25;33.4;-70.39;0.234520788;1;0.234520788;0.234520788;52.25;33.4;70.39
2;11;;;1;51.84;33.63;-70.68;0.552358579;2;0.552358579;0.786879367;51.84;33.63;70.68
2;11;;;1;50.72;34.69;-71.23;1.637223259;3;1.637223259;2.424102626;50.72;34.69;71.23
2;11;;;1;49.13;36.27;-75.16;4.524312102;4;4.524312102;6.948414729;49.13;36.27;75.16
2;11;;;1;46.8;38.93;-81.3;7.085485163;5;7.085485163;14.03389989;46.8;38.93;81.3
2;11;;;1;43.98;39.39;-91.24;10.3425142;6;10.3425142;24.37641409;43.98;39.39;91.24
2;11;;;1;41.66;41.65;-101.81;11.0550848;7;11.0550848;35.4314989;41.66;41.65;101.81
2;11;;;1;38.24;40.44;-111.47;10.3187257;8;10.3187257;45.75022459;38.24;40.44;111.47
2;11;;;1;37.42;41.76;-120.05;8.719587146;9;8.719587146;54.46981174;37.42;41.76;120.05
2;11;;;1;33.15;44.54;-132;12.99091221;10;12.99091221;67.46072395;33.15;44.54;132
2;11;;;1;32.73;48.34;-140.6;9.411503599;11;9.411503599;76.87222755;32.73;48.34;140.6
2;11;;;1;29.73;49.94;-147.01;7.255901047;12;7.255901047;84.12812859;29.73;49.94;147.01
2;11;;;1;29.23;54.4;-155.51;9.612054931;13;9.612054931;93.74018352;29.23;54.4;155.51
2;11;;;1;27.31;57.09;-162.81;8.013270244;14;8.013270244;101.7534538;27.31;57.09;162.81
2;11;;;1;28.34;61.24;-168.04;6.755464455;15;6.755464455;108.5089182;28.34;61.24;168.04
2;11;;;1;28.09;65.41;-174.34;7.559193079;16;7.559193079;116.0681113;28.09;65.41;174.34
2;11;;;1;28.74;68.07;-177.68;4.318992938;17;4.318992938;120.3871042;28.74;68.07;177.68
2;11;;;1;26.79;70.64;-180.96;4.600630392;18;4.600630392;124.9877346;26.79;70.64;180.96
2;11;;;1;25.72;75.07;-184.56;5.80773622;19;5.80773622;130.7954709;25.72;75.07;184.56
2;11;;;1;23.77;77.51;-188.16;4.766140997;20;4.766140997;135.5616118;23.77;77.51;188.16
2;11;;;1;22.44;81.17;-189.78;4.217688941;21;4.217688941;139.7793008;22.44;81.17;189.78
2;11;1;1;1;19.12;85.38;-193.26;6.391940238;22;6.391940238;146.171241;19.12;85.38;193.26
2;12;;;1;57.21;33.26;-72.69;136.7642768;0;0;0;57.21;33.26;72.69
2;12;;;1;57.18;32.8;-73.1;0.616927873;1;0.616927873;0.616927873;57.18;32.8;73.1
2;12;;;1;57.57;32.92;-73.51;0.578446195;2;0.578446195;1.195374067;57.57;32.92;73.51
2;12;;;1;58.33;33.32;-75.03;1.745852227;3;1.745852227;2.941226295;58.33;33.32;75.03
2;12;;;1;60.23;33.91;-77.71;3.337738756;4;3.337738756;6.27896505;60.23;33.91;77.71
2;12;;;1;63.11;35.38;-83.85;6.939373171;5;6.939373171;13.21833822;63.11;35.38;83.85
2;12;;;1;67.15;36.77;-91.09;8.40662239;6;8.40662239;21.62496061;67.15;36.77;91.09
2;12;;;1;69.56;38.73;-100.39;9.805085415;7;9.805085415;31.43004603;69.56;38.73;100.39
2;12;;;1;75.96;42.04;-109.71;11.78042868;8;11.78042868;43.21047471;75.96;42.04;109.71
2;12;;;1;81.09;43.75;-120.49;12.06024046;9;12.06024046;55.27071517;81.09;43.75;120.49
2;12;;;1;89.47;45.86;-125.93;10.21127318;10;10.21127318;65.48198835;89.47;45.86;125.93
2;12;;;1;99.39;47.48;-132.32;11.91062131;11;11.91062131;77.39260966;99.39;47.48;132.32
2;12;;;1;109.15;48.62;-135.67;10.38170025;12;10.38170025;87.77430991;109.15;48.62;135.67
2;12;;;1;115.52;47.47;-139.54;7.541637753;13;7.541637753;95.31594766;115.52;47.47;139.54
2;12;;;1;124.39;49.09;-144.24;10.16815126;14;10.16815126;105.4840989;124.39;49.09;144.24
2;12;;;1;131.51;49.66;-148.73;8.436788489;15;8.436788489;113.9208874;131.51;49.66;148.73
2;12;;;1;134.41;51.36;-153.27;5.649035316;16;5.649035316;119.5699227;134.41;51.36;153.27
2;12;;;1;139.35;51.37;-158.38;7.107446799;17;7.107446799;126.6773695;139.35;51.37;158.38
2;12;;;1;140.77;52.09;-161.51;3.511652033;18;3.511652033;130.1890216;140.77;52.09;161.51
2;12;;;1;143.28;51.88;-165.77;4.948919074;19;4.948919074;135.1379406;143.28;51.88;165.77
2;12;;;1;144.53;52.12;-170.43;4.830703882;20;4.830703882;139.9686445;144.53;52.12;170.43
2;12;;;1;145.91;51.65;-174.13;3.976845484;21;3.976845484;143.94549;145.91;51.65;174.13
2;12;1;1;1;147.77;51.49;-177.57;3.913923862;22;3.913923862;147.8594139;147.77;51.49;177.57
2;13;;;2;56.63;35.03;-72.78;139.8512613;0;0;0;56.63;35.03;72.78
2;13;;;2;56.92;35.35;-72.79;0.431972221;1;0.431972221;0.431972221;56.92;35.35;72.79
2;13;;;2;57.87;36.15;-72.4;1.301768028;2;1.301768028;1.73374025;57.87;36.15;72.4
2;13;;;2;58.5;37.49;-74.26;2.377414562;3;2.377414562;4.111154812;58.5;37.49;74.26
2;13;;;2;59.97;39.24;-78.78;5.064958045;4;5.064958045;9.176112857;59.97;39.24;78.78
2;13;;;2;60.9;41.28;-84.54;6.180946529;5;6.180946529;15.35705939;60.9;41.28;84.54
2;13;;;2;62.97;42.27;-92.97;8.736698461;6;8.736698461;24.09375785;62.97;42.27;92.97
2;13;;;2;64.36;43;-104.45;11.58686325;7;11.58686325;35.6806211;64.36;43;104.45
2;13;;;2;66.66;41.72;-113.75;9.665319446;8;9.665319446;45.34594055;66.66;41.72;113.75
2;13;;;2;67.38;42.8;-122.54;8.885319353;9;8.885319353;54.2312599;67.38;42.8;122.54
2;13;;;2;70.31;45.94;-134.88;13.0659902;10;13.0659902;67.2972501;70.31;45.94;134.88
2;13;;;2;69.87;49.7;-143.68;9.579728597;11;9.579728597;76.8769787;69.87;49.7;143.68
2;13;;;2;72.61;55.01;-150.89;9.364176419;12;9.364176419;86.24115512;72.61;55.01;150.89
2;13;;;2;72.84;61.78;-159.55;10.99460777;13;10.99460777;97.23576289;72.84;61.78;159.55
2;13;;;2;76.02;66.29;-166.38;8.780740288;14;8.780740288;106.0165032;76.02;66.29;166.38
2;13;;;2;75.81;71.62;-173.88;9.203423276;15;9.203423276;115.2199265;75.81;71.62;173.88
2;13;2;2;2;77.23;79.57;-183.54;12.59104841;16;12.59104841;127.8109749;77.23;79.57;183.54
2;14;;;1;-25.94;-33.34;-71;189.8893588;0;0;0;-25.94;-33.34;71
2;14;;;1;-26.1;-33.69;-70.86;0.409511905;1;0.409511905;0.409511905;-26.1;-33.69;70.86
2;14;1;1;1;-26.95;-34.6;-72.68;2.205221077;2;2.205221077;2.614732982;-26.95;-34.6;72.68
2;15;;;2;-24.95;-33.24;-71.7;2.60959767;0;0;0;-24.95;-33.24;71.7
2;15;;;2;-24.47;-32.9;-71.42;0.651459899;1;0.651459899;0.651459899;-24.47;-32.9;71.42
2;15;;;2;-24.31;-32.84;-71.68;0.311126984;2;0.311126984;0.962586883;-24.31;-32.84;71.68
2;15;;;2;-23.77;-32.62;-73.78;2.179449472;3;2.179449472;3.142036354;-23.77;-32.62;73.78
2;15;;;2;-22.13;-32.96;-77.25;3.853063716;4;3.853063716;6.995100071;-22.13;-32.96;77.25
2;15;;;2;-20.39;-32.4;-83.44;6.454246664;5;6.454246664;13.44934673;-20.39;-32.4;83.44
2;15;;;2;-17.84;-33.93;-91.28;8.385046213;6;8.385046213;21.83439295;-17.84;-33.93;91.28
2;15;;;2;-14.72;-33.5;-100.72;9.951527521;7;9.951527521;31.78592047;-14.72;-33.5;100.72
2;15;;;2;-9.2;-37.4;-113.35;14.32470942;8;14.32470942;46.11062989;-9.2;-37.4;113.35
2;15;;;2;-2.34;-39.17;-124.03;12.81619678;9;12.81619678;58.92682667;-2.34;-39.17;124.03
2;15;;;2;3.8;-43.89;-132.39;11.39594665;10;11.39594665;70.32277332;3.8;-43.89;132.39
2;15;;;2;13.55;-45.66;-142.08;13.85970779;11;13.85970779;84.18248111;13.55;-45.66;142.08
2;15;;;2;20.87;-49.32;-151.75;12.66834243;12;12.66834243;96.85082354;20.87;-49.32;151.75
2;15;;;2;28.67;-50.51;-158.3;10.25468673;13;10.25468673;107.1055103;28.67;-50.51;158.3
2;15;;;2;37.01;-55.67;-166.15;12.56199427;14;12.56199427;119.6675045;37.01;-55.67;166.15
2;15;;;2;42.97;-58.79;-171.33;8.490488796;15;8.490488796;128.1579933;42.97;-58.79;171.33
2;15;;;2;47.35;-63.84;-174.81;7.536398344;16;7.536398344;135.6943917;47.35;-63.84;174.81
2;15;;;2;52.9;-67.53;-179.01;7.877728099;17;7.877728099;143.5721198;52.9;-67.53;179.01
2;15;;;2;57.42;-71.71;-182.21;6.938501279;18;6.938501279;150.5106211;57.42;-71.71;182.21
2;15;;;2;62.89;-73.56;-185.53;6.660765722;19;6.660765722;157.1713868;62.89;-73.56;185.53
2;15;;;2;68.28;-77;-189.23;7.387536802;20;7.387536802;164.5589236;68.28;-77;189.23
2;15;2;2;2;73.03;-78.5;-191.72;5.568895761;21;5.568895761;170.1278193;73.03;-78.5;191.72
2;16;;;0;-26.89;-33.53;-67.33;165.7684512;0;0;0;-26.89;-33.53;67.33
2;16;;;0;-25.27;-34.79;-67.34;2.052340128;1;2.052340128;2.052340128;-25.27;-34.79;67.34
2;16;G;0;0;-23.79;-36.51;-68.32;2.471679591;2;2.471679591;4.524019719;-23.79;-36.51;68.32
2;17;;;1;-28.3;-31.7;-71;7.117485511;0;0;0;-28.3;-31.7;71
2;17;;;1;-28.65;-31.73;-71.16;0.386005181;1;0.386005181;0.386005181;-28.65;-31.73;71.16
2;17;;;1;-29.09;-31.86;-71.76;0.755314504;2;0.755314504;1.141319685;-29.09;-31.86;71.76
2;17;;;1;-29.83;-31.8;-74.12;2.474025061;3;2.474025061;3.615344746;-29.83;-31.8;74.12
2;17;;;1;-30.35;-31.89;-78.45;4.362040807;4;4.362040807;7.977385553;-30.35;-31.89;78.45
2;17;;;1;-30.43;-31.83;-85.29;6.840730955;5;6.840730955;14.81811651;-30.43;-31.83;85.29
2;17;;;1;-30.21;-32.39;-93.11;7.843111627;6;7.843111627;22.66122814;-30.21;-32.39;93.11
2;17;;;1;-29.27;-34.08;-104.58;11.63187861;7;11.63187861;34.29310675;-29.27;-34.08;104.58
2;17;;;1;-29.39;-34.84;-112.97;8.425206229;8;8.425206229;42.71831297;-29.39;-34.84;112.97
2;17;;;1;-29.05;-34.11;-119.68;6.758150635;9;6.758150635;49.47646361;-29.05;-34.11;119.68
2;17;;;1;-27.35;-36.46;-130.59;11.28895921;10;11.28895921;60.76542282;-27.35;-36.46;130.59
2;17;;;1;-25.8;-36.38;-141.49;11.0099455;11;11.0099455;71.77536832;-25.8;-36.38;141.49
2;17;;;1;-23.84;-38.76;-148.85;7.979699242;12;7.979699242;79.75506756;-23.84;-38.76;148.85
2;17;;;1;-22.05;-39.42;-155.19;6.620823212;13;6.620823212;86.37589077;-22.05;-39.42;155.19
2;17;;;1;-18.7;-44.59;-160.63;8.218576519;14;8.218576519;94.59446729;-18.7;-44.59;160.63
2;17;;;1;-16.82;-48.79;-162.81;5.091836604;15;5.091836604;99.6863039;-16.82;-48.79;162.81
2;17;;;1;-14.56;-52.41;-162.35;4.292272126;16;4.292272126;103.978576;-14.56;-52.41;162.35
2;17;;;1;-10.13;-54.96;-163.48;5.234911652;17;5.234911652;109.2134877;-10.13;-54.96;163.48
2;17;;;1;-7.88;-56.69;-164.8;3.130143767;18;3.130143767;112.3436314;-7.88;-56.69;164.8
2;17;1;1;1;-5.34;-55.78;-166.61;3.248969067;19;3.248969067;115.5926005;-5.34;-55.78;166.61
2;18;;;0;-31.98;-34.05;-65.79;106.5202089;0;0;0;-31.98;-34.05;65.79
2;18;;;0;-31.96;-34.05;-65.45;0.340587727;1;0.340587727;0.340587727;-31.96;-34.05;65.45
2;18;;;0;-32.36;-33.88;-65.28;0.466690476;2;0.466690476;0.807278203;-32.36;-33.88;65.28
2;18;;;0;-34.93;-33.5;-65.11;2.603497647;3;2.603497647;3.41077585;-34.93;-33.5;65.11
2;18;;;0;-40.6;-33.99;-66.96;5.98427105;4;5.98427105;9.3950469;-40.6;-33.99;66.96
2;18;;;0;-47.53;-36.55;-67.46;7.404626932;5;7.404626932;16.79967383;-47.53;-36.55;67.46
2;18;G;0;0;-52.91;-39.08;-68.61;6.055394289;6;6.055394289;22.85506812;-52.91;-39.08;68.61
2;19;;;1;-32.09;-34.9;-68.42;21.23631088;0;0;0;-32.09;-34.9;68.42
2;19;;;1;-31.81;-35.08;-68.36;0.338230691;1;0.338230691;0.338230691;-31.81;-35.08;68.36
2;19;;;1;-31.6;-36.8;-70.59;2.82407507;2;2.82407507;3.16230576;-31.6;-36.8;70.59
2;19;;;1;-32.46;-37.96;-75.43;5.050821715;3;5.050821715;8.213127476;-32.46;-37.96;75.43
2;19;;;1;-32.86;-39.34;-81.51;6.247463485;4;6.247463485;14.46059096;-32.86;-39.34;81.51
2;19;;;1;-32.56;-38.53;-90.01;8.543775512;5;8.543775512;23.00436647;-32.56;-38.53;90.01
2;19;;;1;-33.86;-39.54;-100.86;10.97417878;6;10.97417878;33.97854526;-33.86;-39.54;100.86
2;19;;;1;-34.33;-38.98;-110.95;10.11645195;7;10.11645195;44.0949972;-34.33;-38.98;110.95
2;19;;;1;-37.07;-40;-121.03;10.49544663;8;10.49544663;54.59044384;-37.07;-40;121.03
2;19;;;1;-38.18;-40.52;-133.74;12.7689702;9;12.7689702;67.35941404;-38.18;-40.52;133.74
2;19;;;1;-43.95;-41.85;-143.89;11.75092762;10;11.75092762;79.11034166;-43.95;-41.85;143.89
2;19;;;1;-52.37;-46.1;-155.08;14.63471899;11;14.63471899;93.74506065;-52.37;-46.1;155.08
2;19;;;1;-59.77;-47.09;-162.61;10.60382007;12;10.60382007;104.3488807;-59.77;-47.09;162.61
2;19;;;1;-77.01;-53.48;-170.23;19.90261541;13;19.90261541;124.2514961;-77.01;-53.48;170.23
2;19;;;1;-85.06;-57.82;-174.12;9.938319778;14;9.938319778;134.1898159;-85.06;-57.82;174.12
2;19;;;1;-92.68;-57.69;-174.94;7.665096216;15;7.665096216;141.8549121;-92.68;-57.69;174.94
2;19;;;1;-100.15;-59.44;-176.57;7.843487745;16;7.843487745;149.6983999;-100.15;-59.44;176.57
2;19;;;1;-107.35;-58;-175.53;7.415874864;17;7.415874864;157.1142747;-107.35;-58;175.53
2;19;;;1;-114.38;-60.29;-174.04;7.542221158;18;7.542221158;164.6564959;-114.38;-60.29;174.04
2;19;;;1;-122.2;-58.99;-171.68;8.271154696;19;8.271154696;172.9276506;-122.2;-58.99;171.68
2;19;;;1;-127.61;-59.88;-169.78;5.802602864;20;5.802602864;178.7302534;-127.61;-59.88;169.78
2;19;;;1;-132.97;-58.78;-168.13;5.715076552;21;5.715076552;184.44533;-132.97;-58.78;168.13
2;19;;;1;-138.74;-58.27;-166.36;6.05688864;22;6.05688864;190.5022186;-138.74;-58.27;166.36
