0;0;0;6;0;0;0;6
110;0;0;6;220;110;0;6
220;0;0;6;440;220;0;6
330;0;0;6;660;330;0;6
440;0;0;6;880;440;0;6
550;0;0;6;1100;550;0;6
660;0;0;6;1320;660;0;6
770;0;0;6;1540;770;0;6
880;0;0;6;1760;880;0;6
990;0;0;6;1980;990;0;6
1100;0;0;6;2200;1100;0;6
1210;0;0;6;2420;1210;0;6
